id_client,age,anciennete_mois,nb_seances_moy_mois,abonnement_premium,coaching,satisfaction,revenu_mensuel,churn
8576,42.0,18,7.6,0,0,6.7,76.42,0
8577,38.0,6,3.9,0,1,4.0,56.62,0
8578,28.0,9,3.4,0,0,3.3,37.57,0
8579,18.0,11,6.5,0,1,5.0,80.36,0
8580,42.0,2,1.9,0,0,2.1,31.76,0
8581,39.0,29,3.5,0,0,4.2,68.57,0
8582,31.0,51,2.9,1,0,3.8,74.25,0
8583,21.0,69,4.8,0,0,3.5,56.76,0
8584,44.0,23,4.1,1,0,5.7,75.09,0
8585,35.0,7,3.4,0,0,1.0,55.8,0
8586,43.0,56,3.2,0,0,6.3,48.98,0
8587,56.0,62,3.7,0,0,4.9,43.71,0
8588,18.0,15,2.6,0,0,3.0,26.68,1
8589,31.0,53,6.1,0,0,7.5,54.08,0
8590,35.0,43,7.3,1,1,10.0,107.89,0
8591,52.0,35,5.8,0,1,6.2,83.78,0
8592,21.0,14,7.8,1,1,7.6,123.13,0
8593,57.0,69,3.3,1,0,4.8,71.59,0
8594,39.0,49,3.5,0,0,3.9,48.36,0
8595,37.0,18,5.9,0,0,5.1,47.45,0
8596,36.0,51,6.1,1,0,7.7,77.14,0
8597,33.0,1,5.0,1,1,7.6,82.07,0
8598,48.0,27,5.0,1,1,6.1,93.6,0
8599,27.0,64,2.9,1,1,6.6,92.6,0
8600,41.0,60,0.5,0,0,3.3,39.08,0
8601,34.0,41,6.1,0,0,6.5,53.84,0
8602,30.0,21,7.0,1,1,7.7,120.48,0
8603,63.0,14,4.1,0,1,3.9,85.34,0
8604,42.0,20,3.9,0,0,1.0,58.15,0
8605,44.0,11,3.7,1,0,2.9,85.32,0
8606,49.0,66,4.2,0,0,8.2,42.04,0
8607,23.0,24,7.0,0,0,6.2,50.67,0
8608,55.0,37,3.1,1,0,3.9,79.81,0
8609,18.0,24,6.3,0,0,5.6,75.25,0
8610,30.0,15,4.0,1,0,2.9,91.68,0
8611,33.0,12,1.0,1,0,1.2,43.35,1
8612,43.0,64,4.3,0,1,7.8,72.08,0
8613,40.0,31,8.3,0,0,7.4,60.08,0
8614,36.0,53,,1,0,5.3,71.38,0
8615,37.0,72,4.5,0,0,6.9,61.12,0
8616,28.0,44,5.0,0,0,5.6,58.81,0
8617,23.0,30,5.4,1,0,6.4,67.3,0
8618,45.0,35,8.1,1,0,9.3,93.57,0
8619,44.0,21,3.4,0,0,1.8,41.82,0
8620,53.0,63,5.0,0,0,6.1,64.32,0
8621,30.0,17,6.5,1,0,3.2,80.29,0
8622,44.0,12,3.6,1,0,3.6,74.47,0
8623,35.0,18,5.1,0,1,7.2,72.53,0
8624,49.0,60,7.0,1,0,8.0,107.58,0
8625,48.0,67,4.0,0,0,6.2,56.75,0
8626,40.0,15,4.7,0,1,4.9,72.04,0
8627,34.0,16,2.7,0,0,2.9,39.8,0
8628,47.0,22,6.9,0,0,5.9,64.4,0
8629,44.0,63,5.3,1,0,8.0,103.48,0
8630,31.0,31,4.1,0,0,6.5,56.62,0
8631,24.0,1,4.4,1,0,4.7,80.05,0
8632,35.0,6,5.0,0,0,6.1,61.8,0
8633,53.0,9,5.7,0,0,5.1,64.11,0
8634,49.0,52,3.7,0,0,5.5,55.12,0
8635,26.0,62,3.9,0,0,5.8,56.12,0
8636,26.0,58,4.5,0,1,7.9,62.57,0
8637,50.0,19,5.3,0,0,5.0,43.53,0
8638,26.0,13,8.2,1,0,7.7,103.03,0
8639,43.0,32,3.4,1,0,3.8,75.66,1
8640,31.0,9,1.7,1,0,0.6,58.03,0
8641,54.0,49,7.8,1,0,7.9,87.15,0
8642,30.0,37,3.2,1,0,3.2,76.35,0
8643,49.0,31,7.9,0,0,6.9,74.76,0
8644,39.0,31,7.5,1,1,6.6,97.44,0
8645,40.0,59,6.1,0,0,7.2,60.9,0
8646,18.0,55,7.4,1,0,7.1,90.89,0
8647,18.0,19,1.3,1,0,2.6,59.03,0
8648,35.0,63,2.3,0,0,4.4,30.6,0
8649,40.0,2,5.6,1,0,2.1,75.92,0
8650,26.0,45,4.2,0,0,4.8,47.97,0
8651,27.0,43,3.4,0,0,4.5,28.56,0
8652,43.0,1,6.6,0,0,5.0,73.63,0
8653,43.0,61,5.5,0,0,7.4,56.87,0
8654,36.0,3,7.1,1,0,4.3,84.71,0
8655,45.0,44,4.3,0,0,4.4,41.12,0
8656,26.0,7,5.0,1,0,3.8,82.32,1
8657,34.0,33,8.1,1,0,7.6,78.53,0
8658,54.0,9,2.4,0,0,2.6,49.41,1
8659,38.0,30,4.8,0,0,5.8,62.23,0
8660,39.0,18,,0,1,3.0,59.67,0
8661,61.0,56,8.4,1,0,9.6,74.27,0
8662,24.0,31,9.8,1,0,9.2,98.06,0
8663,45.0,72,5.4,0,0,8.2,54.0,0
8664,54.0,63,6.0,0,0,7.1,58.65,0
8665,34.0,50,4.8,0,0,6.1,71.82,0
8666,46.0,1,4.7,0,0,3.8,56.96,0
8667,28.0,19,5.2,1,0,4.4,97.83,0
8668,31.0,64,2.3,1,1,7.3,94.44,0
8669,41.0,53,6.3,0,1,7.4,85.54,0
8670,45.0,6,3.0,1,1,4.6,91.41,0
8671,49.0,17,4.3,0,0,4.3,31.78,0
8672,53.0,46,5.1,0,1,8.9,54.71,0
8673,37.0,72,3.5,1,0,8.0,79.93,0
8674,49.0,55,6.2,0,0,6.9,60.21,0
8675,34.0,6,4.0,0,0,4.7,60.6,0
8676,47.0,70,7.1,0,1,10.0,70.0,0
8677,40.0,68,3.3,0,0,6.0,49.51,1
8678,42.0,40,4.7,0,0,5.7,57.93,0
8679,42.0,66,2.9,1,0,4.0,62.92,0
8680,21.0,9,7.0,0,0,6.5,54.17,0
8681,26.0,11,4.4,0,0,2.2,41.5,0
8682,39.0,20,3.9,0,0,4.2,42.37,0
8683,21.0,43,4.6,0,0,2.9,48.15,0
8684,46.0,58,4.8,0,0,6.0,47.74,0
8685,46.0,26,5.8,1,0,5.4,87.18,0
8686,41.0,38,6.1,1,0,6.8,83.89,0
8687,26.0,36,4.7,0,0,6.5,40.97,0
8688,51.0,55,4.9,1,0,6.1,85.09,0
8689,58.0,6,0.5,0,1,0.9,40.64,1
8690,39.0,3,4.1,0,1,4.1,66.98,0
8691,43.0,65,7.9,1,1,10.0,104.03,0
8692,40.0,64,5.9,1,0,7.5,77.58,0
8693,43.0,58,2.9,0,0,3.2,39.18,0
8694,36.0,58,4.2,0,0,5.3,46.51,0
8695,37.0,18,3.8,0,0,3.0,46.69,0
8696,47.0,23,7.1,0,0,5.9,65.28,0
8697,61.0,29,6.9,0,0,6.9,75.05,0
8698,23.0,23,3.4,1,1,4.3,81.84,0
8699,36.0,36,5.0,0,1,7.9,46.2,0
8700,26.0,70,2.7,0,0,6.2,32.82,0
8701,53.0,6,3.7,0,0,0.8,59.53,1
8702,32.0,34,3.8,1,0,4.0,80.47,0
8703,23.0,44,3.6,0,0,4.9,39.94,0
8704,44.0,44,5.7,0,1,9.2,74.9,0
8705,55.0,27,7.7,0,0,5.5,48.4,0
8706,44.0,52,4.9,1,0,4.3,70.62,0
8707,40.0,42,2.9,0,0,4.3,36.45,0
8708,42.0,25,5.4,0,0,4.0,64.56,0
8709,52.0,39,5.4,0,0,5.7,55.28,0
8710,29.0,39,4.6,0,0,4.5,42.13,0
8711,36.0,12,8.7,0,0,7.6,59.37,0
8712,33.0,11,5.5,0,0,5.1,65.75,0
8713,26.0,3,6.1,0,0,3.8,59.19,0
8714,34.0,22,0.5,1,0,3.0,47.75,0
8715,49.0,4,3.1,0,1,3.9,75.03,0
8716,43.0,8,6.0,1,0,5.0,92.41,0
8717,44.0,14,5.6,0,0,3.9,52.67,0
8718,39.0,14,4.2,1,0,2.9,63.99,0
8719,43.0,16,5.9,1,0,6.5,98.96,0
8720,29.0,32,6.9,1,0,6.5,95.31,0
8721,34.0,64,4.1,1,0,6.3,73.68,0
8722,39.0,16,3.8,0,1,4.4,56.26,0
8723,40.0,52,4.5,1,1,7.5,101.61,0
8724,41.0,19,6.0,0,0,5.2,49.44,0
8725,36.0,69,3.9,1,0,6.1,80.28,0
8726,34.0,12,6.7,0,0,6.9,68.43,0
8727,69.0,5,4.0,0,0,3.2,42.93,0
8728,47.0,42,3.9,1,0,3.7,79.34,0
8729,42.0,17,9.7,0,0,8.1,73.47,0
8730,35.0,72,2.5,1,0,5.0,77.55,0
8731,33.0,10,6.6,1,0,4.1,82.78,0
8732,36.0,16,1.4,0,1,2.6,63.73,1
8733,40.0,16,6.3,0,0,6.3,87.36,0
8734,19.0,42,10.4,0,1,9.8,93.74,0
8735,22.0,3,7.1,1,0,4.2,76.67,0
8736,31.0,23,7.7,1,0,6.6,93.9,0
8737,40.0,28,4.8,1,0,4.4,83.91,0
8738,35.0,45,6.9,1,0,6.1,80.56,0
8739,52.0,68,5.5,0,1,9.7,76.32,0
8740,23.0,24,9.1,0,0,7.1,67.14,0
8741,30.0,19,2.8,0,0,1.6,28.4,1
8742,53.0,40,7.4,0,0,7.5,69.22,0
8743,39.0,46,5.9,0,0,7.2,59.0,0
8744,46.0,40,3.2,0,0,4.7,34.95,0
8745,58.0,62,4.5,1,0,6.9,68.31,0
8746,31.0,18,1.8,0,0,2.8,35.02,0
8747,37.0,12,0.5,0,0,0.7,31.03,1
8748,35.0,14,2.6,0,0,2.1,28.37,0
8749,18.0,61,4.2,1,0,5.3,69.12,0
8750,34.0,12,5.2,0,0,4.2,66.86,0
8751,46.0,27,2.4,0,0,1.4,47.61,1
8752,43.0,6,4.4,1,0,2.2,73.15,0
8753,44.0,33,5.5,0,1,8.3,88.12,0
8754,34.0,50,3.8,0,0,6.1,47.07,0
8755,31.0,12,2.8,1,0,2.7,65.26,1
8756,50.0,57,3.5,0,0,6.9,50.02,0
8757,33.0,53,7.7,0,0,8.4,70.07,0
8758,40.0,13,1.5,0,0,1.8,51.17,0
8759,39.0,72,7.3,0,0,7.4,55.74,0
8760,52.0,3,7.7,0,0,5.3,75.48,0
8761,47.0,64,4.3,0,0,7.2,48.66,0
8762,25.0,58,5.9,1,0,7.6,71.34,0
8763,26.0,4,3.4,0,0,4.6,50.31,0
8764,43.0,45,5.5,0,0,6.1,53.17,0
8765,37.0,66,9.5,0,0,7.4,90.05,0
8766,33.0,36,7.5,1,1,9.0,104.22,0
8767,48.0,23,4.0,1,0,1.5,68.56,1
8768,39.0,19,2.4,0,0,2.1,42.79,0
8769,38.0,40,4.4,0,1,7.5,54.47,0
8770,45.0,72,5.5,0,0,9.2,67.61,0
8771,34.0,16,6.4,0,1,5.8,93.31,0
8772,53.0,58,4.8,0,0,6.6,60.57,0
8773,30.0,18,8.6,0,0,8.5,74.02,0
8774,44.0,36,5.1,0,0,5.4,61.32,0
8775,52.0,24,4.0,0,0,3.4,52.7,0
8776,24.0,1,6.0,0,1,7.6,88.69,0
8777,34.0,1,6.4,0,0,5.5,79.57,0
8778,49.0,64,3.5,0,0,5.7,46.16,0
8779,49.0,62,3.1,1,0,3.8,67.86,0
8780,36.0,36,1.7,1,1,4.1,81.63,0
8781,30.0,18,4.4,1,0,3.3,65.06,1
8782,47.0,16,7.4,0,0,4.3,68.07,0
8783,49.0,17,6.3,0,0,6.6,45.47,0
8784,26.0,24,7.2,1,0,6.8,103.2,0
8785,25.0,68,3.7,0,0,5.3,61.29,0
8786,40.0,2,4.7,0,1,4.3,64.72,0
8787,44.0,10,1.2,0,0,0.9,25.19,0
8788,35.0,53,7.0,0,0,6.6,73.86,0
8789,44.0,51,7.7,1,0,10.0,78.02,0
8790,30.0,69,2.9,1,0,4.7,60.16,0
8791,18.0,14,8.3,1,0,6.2,85.57,0
8792,33.0,66,4.5,1,0,5.8,81.21,0
8793,38.0,53,2.8,0,0,2.8,47.86,0
8794,35.0,64,4.4,0,0,5.0,53.76,0
8795,26.0,72,6.3,0,0,9.0,59.57,0
8796,19.0,49,4.9,0,1,7.0,80.33,0
8797,32.0,62,3.8,0,0,6.2,48.97,0
8798,46.0,37,6.2,0,0,6.6,75.41,0
8799,50.0,49,6.4,0,1,8.9,91.01,0
8800,49.0,68,4.7,1,0,6.0,69.71,0
8801,29.0,33,4.3,0,0,6.3,47.05,0
8802,26.0,22,3.9,0,0,4.8,46.67,0
8803,42.0,70,6.0,0,0,8.1,49.32,0
8804,44.0,33,1.8,1,0,3.2,74.04,0
8805,42.0,28,3.5,1,0,2.5,79.42,0
8806,18.0,4,4.7,0,0,4.3,49.79,0
8807,29.0,66,3.4,1,0,5.6,75.91,0
8808,37.0,49,5.5,0,1,7.0,72.32,0
8809,42.0,11,5.3,1,0,3.3,90.24,0
8810,45.0,35,10.0,0,0,9.7,77.32,0
8811,39.0,39,3.5,0,0,3.0,26.73,0
8812,41.0,10,5.0,0,1,5.1,61.34,0
8813,38.0,72,3.1,0,0,5.9,57.36,0
8814,44.0,69,8.9,1,0,9.5,96.92,0
8815,41.0,23,8.4,1,1,8.9,119.99,0
8816,38.0,34,1.9,0,0,4.2,37.02,0
8817,35.0,32,4.7,0,1,7.0,58.33,0
8818,38.0,16,5.1,0,0,4.4,43.78,0
8819,42.0,68,4.3,0,1,7.5,81.67,0
8820,40.0,54,4.0,1,0,4.1,84.79,0
8821,41.0,28,6.5,0,0,5.9,48.32,0
8822,51.0,60,8.6,0,0,8.6,84.18,0
8823,40.0,60,6.6,1,0,8.2,82.41,0
8824,31.0,44,6.7,0,1,8.3,85.04,0
8825,46.0,2,4.3,0,0,4.1,50.84,0
8826,24.0,23,7.0,0,0,5.6,71.09,0
8827,27.0,46,7.0,0,0,6.7,72.96,0
8828,41.0,54,4.1,0,0,6.0,46.02,0
8829,43.0,71,4.5,0,0,6.8,63.18,0
8830,25.0,9,1.8,1,0,2.1,77.64,0
8831,34.0,70,2.3,1,0,5.0,69.85,0
8832,31.0,44,4.1,1,0,5.1,64.97,0
8833,33.0,12,2.9,1,0,2.3,73.58,0
8834,47.0,32,6.6,0,1,7.9,77.85,0
8835,45.0,34,4.7,0,0,6.2,49.75,0
8836,37.0,33,6.1,1,1,6.9,95.95,0
8837,32.0,64,2.6,0,1,5.9,76.76,0
8838,24.0,48,7.6,0,0,8.0,66.92,0
8839,52.0,16,6.0,0,0,4.8,73.27,0
8840,43.0,50,5.8,1,0,8.0,91.2,0
8841,30.0,23,6.9,0,0,6.7,56.5,0
8842,45.0,26,5.6,0,0,6.1,50.42,0
8843,37.0,54,3.0,0,0,5.7,43.11,0
8844,35.0,44,6.3,1,0,5.9,85.83,0
8845,42.0,37,3.4,0,0,4.4,42.85,0
8846,30.0,9,5.4,0,0,4.9,67.99,0
8847,34.0,13,3.5,1,0,3.1,73.11,0
8848,39.0,60,8.3,1,0,7.9,99.3,0
8849,33.0,2,6.3,0,1,7.0,70.91,0
8850,44.0,60,7.0,0,0,7.7,47.14,0
8851,56.0,57,3.5,0,0,5.6,56.08,0
8852,30.0,43,5.6,1,1,8.2,92.98,0
8853,21.0,19,5.4,0,0,6.2,54.07,0
8854,18.0,11,5.2,0,0,4.4,55.23,0
8855,36.0,47,1.1,0,1,2.6,56.88,0
8856,31.0,63,8.9,1,0,9.6,94.67,0
8857,40.0,7,4.9,1,0,4.1,71.28,0
8858,39.0,31,6.0,0,0,4.1,54.75,0
8859,21.0,55,2.4,0,1,7.4,44.59,0
8860,19.0,25,7.9,1,0,4.2,98.72,0
8861,40.0,72,7.8,1,0,9.6,98.97,0
8862,39.0,30,6.7,1,1,6.2,112.63,0
8863,33.0,36,5.5,1,0,6.8,83.73,0
8864,21.0,50,9.7,0,1,10.0,109.1,0
8865,42.0,14,7.0,0,0,7.1,76.62,0
8866,50.0,29,2.3,1,0,3.6,76.63,0
8867,40.0,27,5.4,0,0,5.5,56.56,0
8868,29.0,50,6.2,0,0,6.5,59.43,0
8869,38.0,36,5.2,0,0,3.7,56.66,0
8870,24.0,34,6.1,1,0,8.2,79.08,0
8871,48.0,21,7.9,0,0,6.1,71.15,0
8872,38.0,38,4.6,0,0,5.5,53.66,0
8873,20.0,50,4.2,1,1,6.1,105.0,0
8874,34.0,37,2.8,1,0,2.8,82.88,0
8875,42.0,19,1.3,1,0,1.9,63.98,0
8876,34.0,1,4.4,0,0,3.5,58.58,0
8877,35.0,40,3.6,0,0,6.3,48.1,0
8878,25.0,55,4.6,0,1,8.5,80.57,0
8879,43.0,26,3.8,1,1,5.8,102.62,0
8880,31.0,43,2.9,0,1,5.6,78.3,0
8881,18.0,59,3.9,1,1,7.5,75.31,0
8882,34.0,51,6.0,0,1,8.0,85.86,0
8883,47.0,15,3.9,0,0,3.8,46.97,0
8884,34.0,8,4.6,0,0,2.8,57.82,1
8885,55.0,14,9.2,1,0,6.6,105.91,0
8886,42.0,7,7.2,1,0,5.3,82.79,0
8887,41.0,18,5.5,1,0,5.0,65.54,0
8888,36.0,12,5.5,0,0,4.3,60.89,0
8889,37.0,2,3.6,1,0,2.8,68.94,1
8890,35.0,50,4.2,1,0,4.5,82.65,0
8891,34.0,21,4.4,0,0,3.0,50.53,0
8892,43.0,7,5.2,1,0,3.9,88.38,0
8893,28.0,12,4.9,0,1,3.9,77.88,0
8894,27.0,57,2.7,1,0,5.6,54.54,0
8895,26.0,23,6.2,1,0,4.1,86.05,0
8896,58.0,30,3.9,0,0,3.8,49.26,0
8897,43.0,58,8.8,0,1,10.0,90.96,0
8898,41.0,52,7.5,0,1,10.0,93.03,0
8899,27.0,56,1.7,0,1,6.1,49.59,0
8900,44.0,10,4.5,0,0,4.1,67.88,0
8901,36.0,19,8.2,1,0,9.3,82.3,0
8902,40.0,19,6.3,0,1,5.8,67.57,0
8903,28.0,59,5.2,0,0,6.9,61.76,0
8904,39.0,44,0.5,1,0,3.2,79.01,0
8905,33.0,59,4.6,0,0,6.5,46.6,0
8906,30.0,4,5.4,1,1,5.0,106.68,0
8907,45.0,65,0.9,0,0,4.4,45.29,0
8908,22.0,13,6.2,1,1,7.0,103.89,0
8909,43.0,67,3.6,0,0,7.1,42.75,0
8910,44.0,12,5.6,1,1,6.5,115.89,0
8911,29.0,55,5.3,1,0,4.5,84.71,0
8912,29.0,61,4.5,1,0,7.0,82.96,0
8913,35.0,41,6.6,0,0,6.3,50.3,0
8914,40.0,36,5.6,0,0,5.5,62.25,0
8915,36.0,2,10.4,1,0,6.3,116.73,0
8916,42.0,22,8.6,0,1,8.7,97.66,0
8917,55.0,22,3.0,0,0,5.2,50.15,0
8918,32.0,41,7.4,0,0,8.3,83.08,0
8919,20.0,14,3.5,0,0,2.0,53.27,1
8920,46.0,35,2.7,0,1,4.9,75.15,0
8921,54.0,50,2.0,0,1,6.4,68.2,0
8922,41.0,9,4.3,0,0,3.3,45.82,0
8923,27.0,59,7.0,0,0,5.8,67.63,0
8924,36.0,56,5.3,0,0,6.0,62.38,0
8925,26.0,10,6.0,1,0,6.1,62.22,0
8926,44.0,25,0.5,1,0,3.1,59.39,0
8927,24.0,45,4.5,0,1,6.8,84.81,0
8928,34.0,11,2.9,1,0,2.3,60.27,0
8929,27.0,9,1.8,1,0,0.0,53.23,1
8930,39.0,7,2.6,1,0,2.1,71.38,1
8931,34.0,71,5.1,1,0,6.6,69.24,0
8932,39.0,34,6.3,0,1,5.7,92.91,0
8933,38.0,20,3.2,1,0,2.3,65.74,1
8934,28.0,5,6.2,1,0,3.3,92.67,0
8935,44.0,55,6.6,0,1,9.0,74.04,0
8936,37.0,15,5.7,1,0,6.3,103.49,0
8937,28.0,48,3.3,0,0,4.5,68.5,0
8938,60.0,4,4.0,0,1,4.8,81.3,0
8939,42.0,21,5.7,0,0,7.5,51.45,0
8940,36.0,9,3.6,1,0,1.0,72.15,0
8941,52.0,66,6.3,1,0,7.9,66.69,0
8942,56.0,35,2.8,0,0,4.8,56.98,0
8943,36.0,51,5.8,0,1,8.4,79.99,0
8944,41.0,37,6.8,0,0,5.0,63.18,0
8945,28.0,6,5.4,0,0,6.0,47.89,0
8946,36.0,51,3.0,1,1,7.0,99.96,0
8947,36.0,66,1.7,1,0,4.8,69.08,0
8948,39.0,17,2.8,1,0,1.4,69.38,1
8949,41.0,65,6.0,1,1,10.0,109.18,0
8950,43.0,9,4.6,1,1,5.7,117.26,0
8951,40.0,13,3.8,0,0,3.8,39.9,1
8952,25.0,58,5.8,0,0,7.5,46.4,0
8953,28.0,30,1.0,0,0,3.2,27.33,0
8954,32.0,31,4.5,0,1,,84.4,0
8955,35.0,23,2.8,1,0,3.0,71.73,1
8956,48.0,63,2.3,0,0,2.5,33.79,0
8957,26.0,28,4.0,1,0,3.4,80.12,0
8958,34.0,59,9.9,0,0,10.0,74.76,0
8959,47.0,10,6.3,1,0,4.1,88.07,0
8960,35.0,26,2.7,0,1,4.4,68.44,0
8961,42.0,17,7.4,0,1,6.4,81.02,0
8962,36.0,40,2.4,1,0,4.2,48.77,0
8963,40.0,68,8.0,1,0,8.8,97.59,0
8964,35.0,23,3.2,1,0,3.1,69.25,0
8965,44.0,35,5.2,1,1,6.1,94.9,0
8966,22.0,9,9.2,0,1,8.8,98.33,0
8967,34.0,45,4.3,0,1,8.2,77.72,0
8968,40.0,37,8.7,1,0,6.2,76.58,0
8969,43.0,69,4.9,0,0,6.5,55.35,0
8970,52.0,19,4.8,1,0,4.2,77.95,0
8971,34.0,27,3.2,0,1,4.3,62.4,0
8972,52.0,13,7.8,0,0,7.3,75.64,0
8973,31.0,57,4.0,0,0,6.8,31.36,0
8974,51.0,60,8.8,1,1,10.0,89.64,0
8975,46.0,12,3.7,1,1,4.0,77.59,0
8976,28.0,9,4.1,1,0,4.5,82.54,0
8977,41.0,27,7.0,0,1,7.5,80.25,0
8978,37.0,63,4.8,0,0,7.5,51.45,0
8979,44.0,29,5.6,1,0,7.8,99.93,0
8980,35.0,22,2.4,0,0,2.8,46.24,0
8981,34.0,19,5.2,0,1,6.3,86.29,0
8982,51.0,38,5.7,0,0,5.2,58.04,0
8983,37.0,39,8.4,0,0,8.9,50.68,0
8984,46.0,15,4.0,0,0,3.8,47.97,0
8985,35.0,54,5.7,1,0,5.4,75.07,0
8986,54.0,32,7.4,1,0,6.1,84.04,0
8987,31.0,46,5.1,0,1,9.3,79.34,0
8988,31.0,61,7.2,0,1,9.3,63.72,0
8989,53.0,52,10.0,1,0,8.5,98.01,0
8990,33.0,34,5.1,0,0,5.4,50.89,0
8991,54.0,35,7.6,1,0,6.6,99.69,0
8992,46.0,70,6.0,0,1,9.0,100.95,0
8993,36.0,37,6.7,0,0,7.1,42.53,0
8994,19.0,61,6.4,1,0,7.9,88.04,0
8995,37.0,49,7.1,1,0,7.5,87.22,0
8996,39.0,9,7.0,0,0,4.7,67.48,0
8997,49.0,19,4.9,0,0,2.6,80.43,0
8998,53.0,28,3.9,0,0,6.0,35.39,0
8999,31.0,26,5.9,0,0,7.3,53.24,0
9000,46.0,38,2.1,0,0,3.4,53.22,0
9001,45.0,40,6.2,1,1,8.7,110.62,0
9002,48.0,25,6.5,0,0,5.8,70.42,0
9003,42.0,69,4.6,0,1,7.4,68.9,0
9004,18.0,71,5.1,1,0,7.2,90.14,0
9005,36.0,23,6.8,0,0,6.1,73.08,0
9006,26.0,65,6.5,1,0,9.3,91.02,0
9007,35.0,22,6.9,1,0,6.0,109.05,0
9008,47.0,64,6.6,0,0,9.5,65.49,0
9009,41.0,68,5.2,1,1,8.4,105.32,0
9010,49.0,58,5.0,0,0,5.8,50.44,0
9011,41.0,28,5.8,1,0,7.0,88.62,0
9012,25.0,68,7.9,1,1,10.0,117.45,0
9013,18.0,4,5.5,1,0,4.1,89.35,0
9014,39.0,1,7.6,0,0,5.7,71.79,0
9015,35.0,26,0.9,0,0,2.2,38.55,1
9016,28.0,33,5.6,0,0,5.8,54.04,0
9017,20.0,27,5.2,1,0,4.6,87.62,0
9018,30.0,42,1.7,1,1,7.2,85.18,0
9019,36.0,69,2.0,0,0,4.4,36.6,0
9020,44.0,71,5.9,0,0,8.3,51.78,0
9021,39.0,64,5.2,1,0,7.0,89.44,0
9022,54.0,25,6.6,0,0,3.3,71.22,0
9023,27.0,72,0.5,0,0,4.1,31.34,0
9024,46.0,4,7.1,0,0,4.9,52.92,0
9025,38.0,12,7.2,0,0,5.1,80.7,0
9026,44.0,58,2.2,1,1,4.9,99.42,0
9027,33.0,11,7.8,1,0,7.8,117.99,0
9028,48.0,59,8.6,0,0,7.8,54.14,0
9029,40.0,36,2.3,1,1,4.7,83.9,0
9030,31.0,22,5.2,0,1,5.7,68.71,0
9031,37.0,65,5.4,1,0,6.0,64.13,0
9032,35.0,50,1.4,0,0,4.3,37.6,0
9033,42.0,4,4.3,1,0,3.7,79.19,0
9034,26.0,72,7.8,0,0,8.6,68.3,0
9035,37.0,52,3.3,0,0,4.0,30.22,0
9036,41.0,43,8.7,1,1,10.0,124.43,0
9037,38.0,46,5.7,0,0,6.8,46.8,0
9038,51.0,4,3.4,1,0,2.4,82.54,1
9039,45.0,13,5.1,0,0,5.6,65.37,0
9040,37.0,38,2.1,0,0,4.9,44.29,1
9041,40.0,45,5.9,1,0,5.8,80.21,0
9042,40.0,25,4.6,0,1,8.1,74.51,0
9043,42.0,67,4.1,0,0,6.0,44.6,0
9044,19.0,55,2.1,0,1,5.5,66.85,0
9045,34.0,39,4.8,0,0,6.0,68.32,0
9046,23.0,65,5.4,0,0,7.4,70.03,0
9047,50.0,2,2.3,0,1,3.2,61.57,1
9048,37.0,69,7.2,1,0,6.5,104.93,0
9049,36.0,62,5.6,1,0,5.4,86.16,0
9050,46.0,46,3.3,1,0,3.3,48.24,0
9051,42.0,31,4.8,1,0,4.9,92.05,0
9052,26.0,35,6.7,0,0,5.9,65.22,0
9053,37.0,45,7.7,0,0,7.3,73.36,0
9054,34.0,54,8.2,0,1,9.6,86.9,0
9055,20.0,71,8.6,0,0,10.0,86.41,0
9056,31.0,69,2.3,0,0,5.9,34.31,0
9057,36.0,29,3.6,1,0,3.5,85.4,0
9058,36.0,72,2.2,1,0,4.8,56.16,0
9059,23.0,8,7.2,1,0,4.6,93.59,0
9060,49.0,54,4.7,0,0,5.6,67.09,0
9061,36.0,7,7.5,0,0,6.9,82.49,0
9062,38.0,23,2.2,1,0,3.6,74.38,1
9063,42.0,32,3.6,1,0,4.5,84.28,0
9064,30.0,62,3.4,1,0,4.4,81.28,0
9065,42.0,45,7.5,0,0,7.4,63.23,0
9066,34.0,68,6.4,1,0,7.5,92.2,0
9067,29.0,30,0.9,1,0,2.0,62.57,0
9068,43.0,39,4.1,0,0,5.6,61.28,0
9069,52.0,5,6.9,0,1,7.7,96.21,0
9070,45.0,67,7.2,1,1,10.0,111.7,0
9071,47.0,22,5.8,0,0,4.3,58.2,0
9072,32.0,28,5.4,1,0,6.4,92.32,0
9073,22.0,22,3.1,0,0,3.2,43.88,1
9074,52.0,29,7.1,0,1,7.2,97.13,0
9075,58.0,43,2.6,0,0,6.1,44.47,0
9076,53.0,42,1.8,0,0,5.1,33.44,0
9077,34.0,60,5.4,0,0,6.5,53.27,0
9078,26.0,71,4.1,1,1,7.2,67.24,0
9079,27.0,68,6.4,1,0,6.2,86.62,0
9080,21.0,59,6.0,1,1,9.9,111.24,0
9081,36.0,6,8.4,0,0,4.1,97.6,0
9082,54.0,28,5.8,0,0,5.3,52.87,0
9083,36.0,31,7.1,0,0,5.6,62.18,0
9084,41.0,39,3.3,0,0,5.7,39.81,0
9085,51.0,50,6.4,0,0,8.8,54.45,0
9086,33.0,37,4.4,1,0,3.3,83.05,0
9087,58.0,72,4.0,0,0,6.5,46.15,0
9088,57.0,15,3.2,0,0,3.3,38.74,0
9089,36.0,51,8.1,0,1,9.4,94.46,0
9090,32.0,70,5.0,0,1,7.8,80.44,0
9091,44.0,23,3.4,1,0,5.1,65.13,0
